id,reasoning,answer,article_text,sphere,source,date
134,"Статья сообщает о росте пассажиропотока и прибыли аэропорта ""Владикавказ"", который входит в группу ""Новапорт"". Это позитивно сказывается на финансовых показателях компании, что может привести к росту стоимости ее акций. ",60.0," Москва. 19 февраля. INTERFAX.RU - Стоимость второй очереди реконструкции аэропорта ""Владикавказ"" (входит в ""Новапорт"") составит около 3 млрд рублей, сообщил журналистам глава Северной Осетии Сергей Меняйло. ""В этом году инвестор приступает к реконструкции старого здания аэровокзала. Проект разработан и прошел экспертизу. Там будет создан международный пункт пропуска. Стоимость реконструкции оценивается почти в 1 млрд рублей"", - сказал он. По его словам, затем инвестор приступит к строительству нового здания, которое будет расположено между новым и старым терминалами аэровокзала. Там оборудуют зал ожидания делегаций и вип-зону. На эти цели предполагается направить 2 млрд рублей, строительство начнется в 2026 году. ""Новапорт"" строит международный терминал в аэропорту Владикавказа на месте старого здания, обслуживавшего внутренние авиалинии. Благодаря реконструкции пропускная способность аэропорта в международном направлении увеличится до 160 пассажиров в час. В ноябре 2022 года аэропорт завершил строительство нового аэровокзального комплекса (первая очередь) внутренних воздушных линий площадью более 5 тысяч кв. метров, увеличив пропускную способность терминала в 1,5 раза, до 500 пассажиров в час. Строительство аэровокзального комплекса оценивалось в 1,6 млрд рублей. Аэропорт ""Владикавказ"" - единственный аэропорт Северной Осетии. Пассажиропоток в 2023 году вырос на 15% к уровню 2022 года - до 916 552 человек. Данные за 2024 года пока не раскрывались. ОАО ""Международный аэропорт Владикавказ"" в 2023 году получило чистую прибыль по РСБУ в размере 231,5 млн рублей, что на 35,3% больше, чем годом ранее.",Финансы,Интерфакс,2025-02-19
135,"Статья фокусируется на ценах на нефть и факторах, влияющих на них. Рост цен на нефть позитивно сказывается на компаниях, занимающихся добычей и переработкой нефти, что характерно для энергетического сектора.",75.0," Москва. 19 февраля. INTERFAX.RU - Котировки нефти ускорили рост днем в среду, инвесторы оценивают перспективы спроса и предложения. К 14:42 по Москве апрельские фьючерсы на Brent дорожали на лондонской бирже ICE Futures на $0,67 (0,88%) до $76,51 за баррель. Мартовские фьючерсы на WTI к этому моменту дорожали на бирже NYMEX на $0,74 (1,03%), до $72,59 за баррель. Рынок пытается выработать отношение к повышательным факторам, связанным с Россией, Ираном и ОПЕК, отмечает стратег по сырьевым товарам в BNP Paribas Альдо Спаньер. Инвесторы оценивают возможные последствия анонсированных и действующих санкций, а также перспективы смягчения ограничительных мер против России после переговоров в Эр-Рияде, пишет эксперт. Аналитики Goldman Sachs полагают, что даже если санкции против России будут ослаблены, это не окажет существенного влияния на предложение нефти на рынке. ""Мы считаем, что добыча нефти в России сдерживается целевым показателем ОПЕК+, составляющим 9 млн баррелей в сутки, а не текущими санкциями, которые влияют на направление, но не на объем экспорта нефти"", - говорится в их отчете. Тем временем страны G7 размышляют над тем, как усилить механизм потолка цен на российскую нефть или внести изменения для повышения его эффективности. Аналитик ING Уоррен Паттерсон отмечает ограниченную действенность этих мер. ""Россия сумела обойти эти санкции, увеличив собственный танкерный флот"", - пишет он. Паттерсон полагает, что потолок цен сможет действовать только в том случае, если недавние санкции США против танкерного флота РФ вынудят российских экспортеров пользоваться услугами западных перевозчиков. Эксперт также считает контринтуитивным ужесточать ограничительные меры на фоне начавшихся переговоров об урегулировании российско-украинского конфликта. Накануне представители США и России провели первый день переговоров по Украине в Эр-Рияде. Ожидания, что нормализация ситуации в регионе повлечет за собой смягчение санкций против нефтяного сектора России, сдерживают подъем цен на нефть, отмечает MarketWatch. Инвесторы также ждут решений ОПЕК+ относительно наращивания нефтедобычи, которое было запланировано на апрель. Недавно в СМИ появились сообщения о том, что этот срок может быть отложен. ""Задержка в переходе к наращиванию добычи может свести на нет тот профицит, которого мы ожидали на рынке в этом году, и тогда нефтяные цены получат более прочную поддержку"", - пишет Паттерсон. Рынки продолжают следить за ситуацией в международной торговле. Президент США Дональд Трамп заявил накануне, что в начале апреля может ввести 25%-ные пошлины на импорт в США автомобилей, полупроводниковых компонентов и фармацевтической продукции. Торговые войны могут оказывать негативное влияние на экономический рост, что, в свою очередь, способно ослабить спрос на нефть.",Энергетика,Интерфакс,2025-02-19
136,"Статья сообщает о расширении списка акций, доступных для торгов на Московской бирже. Это событие позитивно скажется на ликвидности рынка и может привести к росту интереса инвесторов к российским энергетическим компаниям, таким как ""Газпром нефть"" и ""Русснефть"".",25.0," Москва. 19 февраля. INTERFAX.RU - Московская биржа с 20 февраля расширит количество ценных бумаг, доступных на утренней торговой сессии на фондовом рынке. Согласно сообщению биржи, в список добавлены акции SFI , ""СПБ биржи"" , ""Русснефти"" , ""Газпром нефти"" и ""Евротранса"" . Таким образом, на утренних торгах на фондовом рынке Мосбиржи можно будет заключать сделки со 113 бумагами: 56 акциями и 57 ОФЗ. Мосбиржа возобновила утреннюю сессию на фондовом рынке 27 января.",Энергетика,Интерфакс,2025-02-19
137,"Статья о сокращении инвестиций Китая в US Treasuries не имеет прямого отношения к энергетическому сектору. Изменения в портфеле иностранных инвесторов могут косвенно влиять на глобальную экономику, но влияние на конкретную отрасль, такую как энергетика, будет незначительным.",2.0," Москва. 19 февраля. INTERFAX.RU - Китай сократил портфель US Treasuries в декабре 2024 года на $9,6 млрд до $759 млрд – минимума с 2009 года. Согласно данным американского Минфина, по итогам всего прошлого года объем вложений КНР в гособлигации США уменьшился на $57,3 млрд. Совокупный объем вложений Китая в US Treasuries держится ниже отметки в $1 трлн с апреля 2022 года. КНР занимает второе место в мире среди крупнейших держателей US Treasuries. Лидером остается Япония – ее портфель вложений в американские госбумаги на конец декабря составил $1,06 трлн, он уменьшился на $27,3 млрд в декабре и на $55,5 млрд за год. Третье место занимает Великобритания. Ее портфель US Treasuries уменьшился на $44,1 млрд в декабре, но вырос на $34,2 млрд за год, и составляет $722,7 млрд. Общий объем вложений нерезидентов в американские государственные облигации за прошедший год увеличился на $573,7 млрд и составил на конец декабря $8 трлн 512,9 млрд.",Энергетика,Интерфакс,2025-02-19
138,"Статья сообщает о смене руководства в автодилерском холдинге ""Рольф"", который является крупным игроком на российском рынке. Изменения связаны со сменой собственника и не несут в себе негативных или позитивных новостей, которые могли бы прямо повлиять на стоимость акций компаний в сфере финансов.",0.0," Москва. 19 февраля. INTERFAX.RU - Светлана Виноградова, возглавлявшая ""Рольф"" в 2017-2023 годах до смены собственника в 2024 году, вновь назначена гендиректором дилерского холдинга, сообщила пресс-служба компании. Активы ""Рольфа"" по указу президента Владимира Путина в конце 2023 год а были переданы во временное управление Росимуществу. За несколько лет до этого, в 2019 году, под уголовное преследование подпали топ-менеджеры дилера, в том числе основатель бизнеса Сергей Петров, который уже тогда покинул Россию, переехав в Австрию. В 2024 году владельцем ""Рольфа"" стал бизнесмен Умар Кремлев. Гендиректором АО ""Рольф"" был назначе н его бизнес-партнер Роман Антонов. Виноградова, работающая в ""Рольфе"" с 1994 года, на этапе смены собственника холдинга занимала должность первого заместителя гендиректора. В сообщении дилера говорится, что она вернется на пост CEO с 24 февраля. Антонов же продолжит работу в ""Рольфе"" как член совета директоров. Владелец ""Рольфа"" Умар Кремлев, процитированный в сообщении, отметил, что под руководством Виноградовой компания продолжит совершенствование экосистемы для безопасного и комфортного владения автомобилем. ""Перед Светланой стоят задачи дальнейшего расширения географии присутствия, развития собственного производства, внедрения инновационных цифровых решений и подготовки к IPO. Все это будет способствовать долгосрочному росту и развитию компании на благо граждан нашей страны"", - сказал он. ""Рольф"" - автодилерский холдинг с портфелем более чем из 30 брендов. Сеть компании насчитывает 20 дилерских центров и 78 шоурумов в Москве и Петербурге, а также недавно открытый по франшизе центр в Краснодаре. За 2024 год дилер реализовал более 96 тысяч автомобилей (-26,6%), в том числе 32,9 тысячи новых (+14,6%) и 63,2 тысячи с пробегом (-38,2%). Консолидированная выручка составила 285 млрд рублей (-26,6%).",Финансы,Интерфакс,2025-02-19
139,"Статья сообщает о снижении добычи нефти в Саудовской Аравии и экспорта из этой страны. Также отмечается рост добычи в Венесуэле и США. Изменения в добыче и экспорте нефтью влияют на цены на нефть, что, в свою очередь, сказывается на стоимости акций компаний в энергетическом секторе.",-25.0," Москва. 19 февраля. INTERFAX.RU - В Саудовской Аравии в декабре добыча нефти снизилась на 0,2% в ноябрю, экспорт снизился на 1%, сообщает сайт Joint Organization Data Initiative (JODI). Объем экспортных поставок составил 6,146 млн баррелей в сутки по сравнению с 6,206 млн б/с в ноябре. При этом показатель уменьшился на 2,6% относительно декабря 2023 года. Добыча нефти Саудовской Аравии в позапрошлом месяце равнялась 8,905 млн б/с против 8,925 млн б/с в ноябре. В годовом выражении было зафиксировано сокращение на 0,4%. Производство нефти в Венесуэле в декабре увеличилось до 998 тысяч б/с по сравнению с 960 тысяч б/с в предшествующий месяц. Год назад показатель составлял 802 тысячи б/с. При этом поставки за рубеж из этой страны в позапрошлом месяце составили 673 тысячи б/с против 683 тысяч б/с в ноябре и 459 тысяч б/с годом ранее. Согласно предварительным оценкам JODI, США в декабре нарастили добычу нефти на 2,1% - до 13,591 млн б/с по сравнению с 13,314 млн б/с в предыдущий месяц. За год показатель увеличился на 2,1% (с 13,308 млн б/с). Экспорт американской нефти, по расчетам организации, в позапрошлом месяце составил 3,812 млн б/с по сравнению с 4,334 млн б/с в ноябре (сокращение на 12%) и 4,527 млн б/с в декабре 2023 года (падение на 15,8%).",Энергетика,Интерфакс,2025-02-19
140,"Статья о возможном переносе листинга Glencore с LSE на биржу в США. Это событие может повлиять на стоимость акций российских компаний, работающих в сырьевом секторе, так как Glencore является крупным игроком на мировом рынке сырья. Перенос листинга может привести к росту интереса инвесторов к Glencore и, как следствие, к росту спроса на акции сырьевых компаний.",25.0," Москва. 19 февраля. INTERFAX.RU - Glencore Plc, одна из ведущих мировых диверсифицированных сырьевых групп, рассматривает возможность переноса первичного листинга с Лондонской фондовой биржи (LSE), говорится в презентации компании. ""Наша конечная цель - убедиться, чтобы наши бумаги торговались на правильной площадке, где у нас будет правильная, оптимальная оценка стоимости акций, - заявил главный исполнительный директор Glencore Гэри Нэгл журналистам. - Ранее поднимался вопрос, является ли Лондон правильной площадкой"". Прежде всего в качестве места для первичного листинга рассматриваются США, отметил топ-менеджер. При этом изучение альтернатив не связано с вступлением в должность нового президента страны или взглядами его администрации на ископаемое топливо, добавил он. ""Мы рассматриваем все релевантные площадки, которые были бы разумны для Glencore, - сказал Нэгл. - Лондон - одна из них, это наша текущая площадка, и нам здесь хорошо. Но если есть площадка лучше, в том числе такая, как Нью-Йоркская фондовая биржа, мы должны изучить такой вариант"". Glencore вышла на LSE в 2011 году. На тот момент ее IPO было крупнейшим в истории биржи. Акции компании, опубликовавшей в среду слабый отчет, дешевеют на 7% в ходе торгов в Лондоне. Ее бумаги также торгуются в Йоханнесбурге. ",Финансы,Интерфакс,2025-02-19
141,Статья о ценах на недвижимость в Лондоне не имеет прямого отношения к энергетическому сектору.,0.0," Москва. 19 февраля. INTERFAX.RU - В Лондоне в декабре 2024 года средняя цена объекта недвижимости составила 549 тысяч фунтов  ($692 тысячи), не изменившись по сравнению с декабрем 2023 года, по данным Национального статистического управления ONS. В реальном выражении - то есть с учетом инфляции - стоимость недвижимости в британской столице снизилась на 2,7% в годовом выражении. В Великобритании в целом цены на недвижимость выросли на 4,6% в годовом выражении, до 268 тысяч фунтов, максимальными темпами с января 2023 года. Стоимость аренды в Лондоне в январе выросла всего на 0,3% в помесячном выражении, минимально с октября 2022 года. В годовом выражении цены подскочили на 11%.",Энергетика,Интерфакс,2025-02-19
142,"Статья сообщает о том, что Венгрия добилась исключений из санкций против России в сфере энергетики. Это позволит MOL продолжать использовать российские нефтепродукты и обслуживать нефтепровод ""Дружба"". Такие исключения позитивно скажутся на энергетической безопасности Венгрии и, вероятно, приведут к росту спроса на российскую нефть. ",25.0," Москва. 19 февраля. INTERFAX.RU - Венгрии удалось добиться исключений из санкций в отношении России, в частности, санкции не затронут оборудование для технического обслуживания нефтепровода ""Дружба"", заявил глава венгерского МИД Петер Сийярто. Его в соцсети цитирует представитель правительства Венгрии Золтан Ковач. ""Эти исключения включают в себя разрешение для венгерской нефтегазовой компании MOL на использование российских нефтепродуктов внутри страны, освобождение от санкций оборудования для технического обслуживания нефтепровода ""Дружба"" и обеспечение того, что метро Будапешта продолжит получать необходимые обслуживание и ремонт"", - сообщил Сийярто. По его словам, эти исключения укрепят энергетическую безопасность и стабильность инфраструктуры Венгрии. Также Венгрия, по словам Сийярто, заблокировала санкции в отношении 27 физических и юридических лиц из России, в том числе патриарха Московского и всея Руси Кирилла, Олимпийского комитета России и двух футбольных клубов. Министр считает, что ""эра санкций подходит к концу"", и Будапешт надеется, что в свете переговоров между Россией и США ""отношения улучшатся до такой степени, что санкции можно будет вообще отменить"". Ранее 19 февраля стало известно, что постпреды ЕС согласовали 16-й санкционный пакет в отношении России.",Энергетика,Интерфакс,2025-02-19
143,"Статья сообщает о запуске нового финансового инструмента - фьючерса на индийский ETF. Это событие косвенно положительно скажется на российском финансовом рынке, так как расширяет возможности для инвестирования и может привлечь дополнительный капитал.",25.0," Москва. 19 февраля. INTERFAX.RU - ""Московская биржа"" 25 февраля начнет торги расчетным фьючерсом на акции инвестиционного фонда iShares MSCI India UCITS ETF USD, сообщила площадка. Новый фьючерс предоставит возможность участвовать в движении цены акций самых ликвидных публичных компаний Индии. Розничным инвесторам он будет доступен после прохождения тестирования. Параметры расчетного фьючерса: торговый код - INDIA, короткий код - ND, лот контракта - одна акция инвестиционного фонда, шаг цены - 0,001 доллара США, стоимость шага цены - 0,001 доллара США. Сейчас на Мосбирже торгуются фьючерсы на ETF, которые инвестируют в акции из базы расчета индексов S&P 500, NASDAQ 100, DAX, Euro Stoxx 50, Hang Seng, Nikkei 225, DJ Industrial Average ETF, iShares Russell 2000 ETF и iShares MSCI Emerging Markets ETF.",Финансы,Интерфакс,2025-02-19
144,"Статья прогнозирует слабую отчетность ""Мечела"" из-за снижения цен на уголь и роста процентных расходов. Аналитики ожидают падения выручки, EBITDA и рентабельности. Ожидается также отрицательный свободный денежный поток.  Это негативно скажется на стоимости акций компании.",-60.0," Москва. 19 февраля. INTERFAX.RU - Аналитики ждут слабую отчетность ""Мечела"" за II полугодие 2024 года на фоне снижения цен на уголь и значительного роста процентных расходов. По прогнозу инвестиционного банка ""Синара"", выручка компании во второй половине прошлого года снизилась на 11% г/г, до 188 млрд рублей, а EBITDA упала на 23% к I полугодию и на 46% г/г - до 25 млрд рублей. Рентабельность по этому показателю сократилась до 13% против 22% годом ранее. В БКС ждут выручку меткомпании во II полугодии на уровне 183 млрд рублей (- 13% г/г, - 11% п/п), EBITDA - 24 млрд рублей (- 48% г/г, - 26% п/п). Свободный денежный поток ""Мечела"" окажется отрицательным из-за увеличения процентных платежей (-10 млрд руб.), полагают аналитики. ""В прошлом году реализовалось одновременно несколько неблагоприятных сценариев - снижение мировых цен на коксующийся уголь, падение внутреннего спроса на сталь, а также рост процентных ставок, которые оказывали давление на финансовые показатели ""Мечела"". В результате чистый долг умеренно подрос, по нашим оценкам, на 9%, а чистый долг/EBITDA составил 4,8х против 2,9х на конец 2023 г."", - отмечают в БКС. По оценке ""Синары"", чистый долг ""Мечела"" вырос по итогам прошлого года до 267 млрд рублей (+7%), соотношение чистого долга к EBITDA - до 4,6х. ""Акции ""Мечела"" подорожали с начала года на 16% на фоне новостей о начале мирных переговоров и достижения, полагаем, пикового значения ключевой ставки. Говорить о восстановлении прибылей и стоимости бизнеса в обозримом будущем пока, впрочем, рано: мы ожидаем дальнейшего ухудшения ситуации с прибылью (как минимум в I полугодии 2025 года) из-за слабой конъюнктуры на рынке коксующегося угля и все еще очень высокого ""ключа"" (практически весь долг ""Мечела"" привязан к плавающей ставке). На наш взгляд, слабые результаты еще не отражены в текущих котировках. Мы по-прежнему негативно оцениваем перспективы бумаги и оставляем в силе рейтинг ""продавать"", - говорится в обзоре ""Синары"". В БКС, напротив, полагают, что ""на более длинном горизонте (от 6 месяцев) по мере снижения процентных ставок и восстановления котировок на уголь с текущих многолетних минимумов в бумагах может произойти фундаментальная переоценка вверх"". ""Мечел"" планирует опубликовать консолидированную отчетность за II полугодие 20 февраля.",Финансы,Интерфакс,2025-02-19
145,"Статья сообщает о росте средней выплаты по ОСАГО и количестве урегулированных убытков. Это может указывать на увеличение числа страховых случаев, что негативно скажется на финансовом положении страховых компаний.  Рост количества заключенных договоров ОСАГО, в том числе коротких полисов, может частично компенсировать потери.",-25.0," Москва. 19 февраля. INTERFAX.RU - Средняя выплата по ОСАГО по итогам 2024 года выросла на 13% (превысив годовую инфляцию в 9,52%) до 99 956 рублей с 88 789 рублей в 2023 году, сообщил Российский союз автостраховщиков (РСА). Средняя премия по ОСАГО в 2024 году снизилась на 2,6% по сравнению с 2023 годом, до 7 616 рублей с 7 817 рублей. В декабре прошлого года средняя премия по ОСАГО составила 7 362 рубля – это минимальное значение в 2024 году. Также это оказалось на 6,8% ниже, чем в декабре 2023 года (7 896 рублей). Средняя выплата по обязательной ""автогражданке"" в декабре 2024 года достигла 104 010 рублей, показав рост на 13% к декабрю 2023 года (92 018 рублей). Количество урегулированных убытков по итогам 2024 года составило 2 млн, что на 7,9% больше, чем в 2023 году. Общая сумма выплат за прошедший год выросла на 21,4% до 202,5 млрд рублей. Количество заключенных договоров составило 44,8 млн – рост на 8,1% в сравнении с 2023 годом. Из них 1 млн – это короткие полисы ОСАГО. Собранные премии по ОСАГО увеличились на 2,9% до 333,1 млрд рублей с 323,6 млрд рублей в 2023 году. ""В сегменте ОСАГО в 2024 году можно выделить несколько драйверов роста. Во-первых, это краткосрочные полисы ОСАГО, запущенные в марте 2024 года, во-вторых, новые территории, где с января этого года заработал закон об ОСАГО и в преддверии 2025 года граждане активно начали покупать полисы на свои автомобили. И в-третьих, это, конечно, развитие электронных сервисов. Последний стимул является особенно важным, ведь сейчас весь мир переходит в ""цифру"", граждане выбирают простоту, удобство и экономию времени, и нажать пару кнопок куда проще, чем ехать в офис страховой компании"", - сказал президент РСА Евгений Уфимцев (его слова приводятся в сообщении).",Финансы,Интерфакс,2025-02-19
146,Статья о снижении урожая чая в Сочи. Это событие локальное и не оказывает существенного влияния на энергетический сектор.,0.0," Москва. 19 февраля. INTERFAX.RU - Чаеводческие хозяйства Сочи (Краснодарский край), единственного в России региона, где выращивается чай, в 2024 году собрали урожай в 373 тонны, сообщили ""Интерфаксу"" в Министерстве сельского хозяйства  Кубани. Средняя урожайность по краю составила 12,1 центнера с гектара. В 2023 году чаеводы собрали 402,3 тонны чайного листа. Таким образом, показатель снизился на 7%. ""Выращивают и перерабатывают чайный лист на шести крупных предприятиях Сочи, а также в нескольких фермерских хозяйствах. Снижение урожая обусловлено погодными условиями прошлого года ( аномальной жарой и засухой - ИФ )"", - пояснили в министерстве. В настоящее время общая площадь плантаций составляет 415 га. Крупнейшими производителями чая в Сочи являются ""Шапсугский чай"", ""Солохаульский чай"", ""Дагомысчай"", ""Мацестинский чай"", ""Хоста-чай"" и ""ТД Холдинг"". Производство краснодарского чая нацелено на внутренний рынок. С 2022 года в Краснодарском крае действует утвержденный государственный стандарт на производство чая. Согласно стандарту, в пачке с названием ""краснодарский чай"" должно содержаться не менее 50% чайного листа, выращенного в крае. Это позволяет защитить продукт от подделок.",Энергетика,Интерфакс,2025-02-19
147,"Статья сообщает о судебном разбирательстве с Niko Group, компанией, занимающейся перевалкой и поставкой нефтепродуктов на Дальнем Востоке.  Это событие может привести к неопределенности в сфере поставок нефти, что потенциально негативно повлияет на стоимость акций компаний, работающих в этой отрасли.",-30.0," Москва. 19 февраля. INTERFAX.RU - Генеральная прокуратура подала иск в Арбитражный суд Приморского края к ряду ответчиков, в числе которых бывшие и действующие структуры приморской Niko Group, говорится в картотеке арбитражных дел. К рассмотрению иск пока не принят, требования истца не раскрываются. Ответчиками выступают ООО ""Нико-Ойл ДВ"", ООО ""Нико Инвест"", а также ОАО ""Федеральный центр логистики"" (находится в состоянии банкротства, зарегистрировано в Москве), ИП Быкова Ирина Николаевна (ИНН не указан) и ряд ведомств: управление муниципальной собственности Владивостока, министерство имущественных и земельных отношений Приморского края и Росимущество. В качестве третьих лиц названы ООО ""Транснефть"" (зарегистрировано во Владивостоке) , Минобороны и другие компании и госорганы. Niko Goup - группа компаний, занимающаяся покупкой нефтепродуктов у НПЗ, их перевалкой и хранением, блендированием и поставкой по всей территории Дальневосточного бассейна, в том числе в наиболее отдаленные северные порт-пункты, а также акватории Восточной и Юго-Восточной Азии. На сайте холдинга говорится, что он обладает самым большим частным резервуарным парком в Приморском крае (35 тысяч кубометров). Объем перевалки в год составляет до 1 млн тонн в год. Собственный флот состоит из трех танкеров общим дедвейтом 35 тысяч тонн. По данным ЕГРЮЛ, компания ""Нико Инвест"" зарегистрирована в 2006 году, занимается арендой и управлением недвижимостью. В равных долях компания принадлежит Алексею Великородному и Павлу Юрыгину. При этом одно из крупнейших юрлиц группы ООО ""Нико"" с выручкой 13,1 млрд рублей за 2023 год на 34% принадлежит Алексею Великородному, по 22% владеют Андрей Великородный, Лев Дорошенко и Регина Юрыгина. ""Нико-Ойл"" до февраля 2023 года на 50% принадлежал Александре Великородной, долями по 25% владели Лев и Елена Дорошенко. С февраля 2023 года компания перешла дальневосточной предпринимательнице Федосье Суханкиной. Ей же принадлежит, в том числе, ""Колыманефтепродукт"" с выручкой 34 млрд рублей. ООО ""Нико-Ойл ДВ"" зарегистрировано в 2000 году во Владивостоке. Выручка компании в 2023 году составила 7,6 млрд рублей.",Энергетика,Интерфакс,2025-02-19
148,"Статья сообщает о росте потребления газа в России, что положительно скажется на компаниях, занимающихся добычей и транспортировкой газа. Ожидается увеличение поставок газа в 2025 году, а также подписание новых программ развития газоснабжения.",85.0," Москва. 19 февраля. INTERFAX.RU - Потребление газа в России в 2025 году превысит показатель прошлого года, сообщил журналистам генеральный директор ООО ""Газпром межрегионгаз"" Сергей Густов. ""Идет программа газификации, плюс мы видим растущее потребление у предприятий, производящих минеральные удобрения, видим увеличение потребления у строительной индустрии (. . .) Я практически уверен, что 2025 год покажет новый рекорд внутреннего потребления в России"", - сказал он. Также, по его словам, во второй половине 2025 года ПАО ""Газпром"" и главы регионов подпишут новые программы развития газоснабжения и газификации на 2026-2030 годы. Как сообщалось, поставки (всеми производителями) потребителям России по газотранспортной системе ""Газпрома"" в 2024 году выросли до рекордных 390 млрд куб. м после 375,3 млрд куб. м в 2023 году. В том числе, общий объем поставок ""Газпром межрегионгаза"" (включает перепроданный газ независимых производителей) составил, по предварительным данным, 263 млрд куб. м в сравнении с 239,2 млрд куб. м в 2023 году.",Энергетика,Интерфакс,2025-02-19
